p_L,p_H,p_M,expected_value,axis,indifference_value,n_iterations,final_precision,timestamp
0.41666666666666663,0.3333333333333333,0.25000000000000006,458.33333333333337,X,0.28466796875,10,0.0009765625,2025-12-22T11:49:57.108863
0.41666666666666663,0.41666666666666663,0.16666666666666674,500.0,Y,0.00048828125,10,0.0009765625,2025-12-22T11:50:01.139046
0.41666666666666663,0.5,0.08333333333333337,541.6666666666667,Y,0.00048828125,10,0.0009765625,2025-12-22T11:50:05.983070
0.41666666666666663,0.5833333333333333,1.1102230246251565e-16,583.3333333333333,Y,0.00048828125,10,0.0009765625,2025-12-22T11:50:10.088187
0.5,0.0,0.5,250.0,X,0.49951171875,10,0.0009765625,2025-12-22T11:50:13.975250
0.5,0.08333333333333333,0.4166666666666667,291.6666666666667,X,0.42529296875,10,0.0009765625,2025-12-22T11:50:17.635475
0.5,0.16666666666666666,0.33333333333333337,333.33333333333337,X,0.48974609375,10,0.0009765625,2025-12-22T11:50:21.657240
0.5,0.25,0.25,375.0,X,0.40087890625,10,0.0009765625,2025-12-22T11:50:25.712546
0.5,0.3333333333333333,0.16666666666666669,416.66666666666663,X,0.45361328125,10,0.0009765625,2025-12-22T11:50:29.795719
0.5,0.41666666666666663,0.08333333333333337,458.3333333333333,X,0.30615234375,10,0.0009765625,2025-12-22T11:50:35.788558
0.5,0.5,0.0,500.0,Y,0.00048828125,10,0.0009765625,2025-12-22T11:50:39.888574
0.5833333333333333,0.0,0.41666666666666674,208.33333333333337,X,0.58251953125,10,0.0009765625,2025-12-22T11:50:43.994303
0.5833333333333333,0.08333333333333333,0.3333333333333334,250.00000000000006,X,0.49169921875,10,0.0009765625,2025-12-22T11:50:49.051815
0.5833333333333333,0.16666666666666666,0.2500000000000001,291.66666666666674,X,0.43505859375,10,0.0009765625,2025-12-22T11:50:53.504213
0.5833333333333333,0.25,0.16666666666666674,333.33333333333337,X,0.42724609375,10,0.0009765625,2025-12-22T11:50:58.836907
0.5833333333333333,0.3333333333333333,0.08333333333333343,375.0,X,0.47314453125,10,0.0009765625,2025-12-22T11:51:02.928175
0.5833333333333333,0.41666666666666663,1.1102230246251565e-16,416.6666666666667,X,0.48388671875,10,0.0009765625,2025-12-22T11:51:07.194040
0.6666666666666666,0.0,0.33333333333333337,166.66666666666669,X,0.66650390625,10,0.0009765625,2025-12-22T11:51:11.424168
0.6666666666666666,0.08333333333333333,0.25000000000000006,208.33333333333337,X,0.54736328125,10,0.0009765625,2025-12-22T11:51:15.888930
0.6666666666666666,0.16666666666666666,0.1666666666666667,250.0,X,0.49951171875,10,0.0009765625,2025-12-22T11:51:20.687198
0.6666666666666666,0.25,0.08333333333333337,291.6666666666667,X,0.46728515625,10,0.0009765625,2025-12-22T11:51:24.830871
0.6666666666666666,0.3333333333333333,5.551115123125783e-17,333.3333333333333,X,0.64892578125,10,0.0009765625,2025-12-22T11:51:28.931159
0.75,0.0,0.25,125.0,X,0.74951171875,10,0.0009765625,2025-12-22T11:51:32.663007
0.75,0.08333333333333333,0.16666666666666669,166.66666666666669,X,0.57275390625,10,0.0009765625,2025-12-22T11:51:37.026312
0.75,0.16666666666666666,0.08333333333333334,208.33333333333331,X,0.56201171875,10,0.0009765625,2025-12-22T11:51:42.993167
0.75,0.25,0.0,250.0,X,0.55419921875,10,0.0009765625,2025-12-22T11:51:48.006542
0.8333333333333333,0.0,0.16666666666666674,83.33333333333337,X,0.83251953125,10,0.0009765625,2025-12-22T11:51:52.386989
0.8333333333333333,0.08333333333333333,0.08333333333333341,125.00000000000003,X,0.75244140625,10,0.0009765625,2025-12-22T11:51:59.887495
0.8333333333333333,0.16666666666666666,8.326672684688674e-17,166.66666666666669,X,0.73388671875,10,0.0009765625,2025-12-22T11:52:04.059395
0.9166666666666666,0.0,0.08333333333333337,41.666666666666686,X,0.91650390625,10,0.0009765625,2025-12-22T11:52:08.625381
0.9166666666666666,0.08333333333333333,4.163336342344337e-17,83.33333333333334,X,0.91650390625,10,0.0009765625,2025-12-22T11:52:13.070382
