p_L,p_H,p_M,expected_value,axis,indifference_value,n_iterations,final_precision,timestamp
0.08333333333333333,0.9166666666666666,0.0,916.6666666666666,Y,0.37548828125,10,0.0009765625,2025-12-22T12:15:34.485412
0.16666666666666666,0.0,0.8333333333333334,416.6666666666667,X,0.16650390625,10,0.0009765625,2025-12-22T12:15:41.073300
0.16666666666666666,0.08333333333333333,0.75,458.3333333333333,X,0.01025390625,10,0.0009765625,2025-12-22T12:15:47.832270
0.16666666666666666,0.16666666666666666,0.6666666666666667,500.0,Y,0.00048828125,10,0.0009765625,2025-12-22T12:15:54.208778
0.16666666666666666,0.25,0.5833333333333334,541.6666666666667,Y,0.00830078125,10,0.0009765625,2025-12-22T12:16:00.186741
0.16666666666666666,0.3333333333333333,0.5,583.3333333333333,Y,0.00146484375,10,0.0009765625,2025-12-22T12:16:06.842490
0.16666666666666666,0.41666666666666663,0.41666666666666674,625.0,Y,0.00048828125,10,0.0009765625,2025-12-22T12:16:13.331003
0.16666666666666666,0.5,0.33333333333333337,666.6666666666667,Y,0.09326171875,10,0.0009765625,2025-12-22T12:16:19.907169
0.16666666666666666,0.5833333333333333,0.2500000000000001,708.3333333333333,Y,0.41162109375,10,0.0009765625,2025-12-22T12:16:25.718443
0.16666666666666666,0.6666666666666666,0.16666666666666674,750.0,Y,0.04052734375,10,0.0009765625,2025-12-22T12:16:32.707107
0.16666666666666666,0.75,0.08333333333333337,791.6666666666667,Y,0.35888671875,10,0.0009765625,2025-12-22T12:16:38.290546
0.16666666666666666,0.8333333333333333,1.1102230246251565e-16,833.3333333333333,Y,0.07177734375,10,0.0009765625,2025-12-22T12:16:44.262202
0.25,0.0,0.75,375.0,X,0.24951171875,10,0.0009765625,2025-12-22T12:16:50.569042
0.25,0.08333333333333333,0.6666666666666666,416.66666666666663,X,0.09130859375,10,0.0009765625,2025-12-22T12:16:57.647565
0.25,0.16666666666666666,0.5833333333333334,458.33333333333337,X,0.04052734375,10,0.0009765625,2025-12-22T12:17:03.401229
0.25,0.25,0.5,500.0,Y,0.00244140625,10,0.0009765625,2025-12-22T12:17:09.635065
0.25,0.3333333333333333,0.4166666666666667,541.6666666666666,Y,0.09912109375,10,0.0009765625,2025-12-22T12:17:15.281302
0.25,0.41666666666666663,0.33333333333333337,583.3333333333333,Y,0.01025390625,10,0.0009765625,2025-12-22T12:17:21.425354
0.25,0.5,0.25,625.0,Y,0.09814453125,10,0.0009765625,2025-12-22T12:17:28.153873
0.25,0.5833333333333333,0.16666666666666674,666.6666666666666,Y,0.37548828125,10,0.0009765625,2025-12-22T12:17:34.437673
0.25,0.6666666666666666,0.08333333333333337,708.3333333333333,Y,0.08642578125,10,0.0009765625,2025-12-22T12:17:40.353748
0.25,0.75,0.0,750.0,Y,0.06494140625,10,0.0009765625,2025-12-22T12:17:45.535225
0.3333333333333333,0.0,0.6666666666666667,333.33333333333337,X,0.33251953125,10,0.0009765625,2025-12-22T12:17:51.573644
0.3333333333333333,0.08333333333333333,0.5833333333333334,375.0,X,0.12548828125,10,0.0009765625,2025-12-22T12:17:57.661391
0.3333333333333333,0.16666666666666666,0.5000000000000001,416.66666666666674,X,0.13330078125,10,0.0009765625,2025-12-22T12:18:03.438589
0.3333333333333333,0.25,0.41666666666666674,458.33333333333337,X,0.18017578125,10,0.0009765625,2025-12-22T12:18:09.625385
0.3333333333333333,0.3333333333333333,0.3333333333333334,500.0,Y,0.00048828125,10,0.0009765625,2025-12-22T12:18:14.718462
0.3333333333333333,0.41666666666666663,0.2500000000000001,541.6666666666667,Y,0.00048828125,10,0.0009765625,2025-12-22T12:18:21.443728
0.3333333333333333,0.5,0.16666666666666674,583.3333333333334,Y,0.00048828125,10,0.0009765625,2025-12-22T12:18:27.326184
0.3333333333333333,0.5833333333333333,0.08333333333333348,625.0,Y,0.00048828125,10,0.0009765625,2025-12-22T12:18:33.497556
0.3333333333333333,0.6666666666666666,1.1102230246251565e-16,666.6666666666666,Y,0.00048828125,10,0.0009765625,2025-12-22T12:18:39.763319
0.41666666666666663,0.0,0.5833333333333334,291.6666666666667,X,0.41650390625,10,0.0009765625,2025-12-22T12:18:45.701105
0.41666666666666663,0.08333333333333333,0.5,333.3333333333333,X,0.27099609375,10,0.0009765625,2025-12-22T12:18:51.945133
0.41666666666666663,0.16666666666666666,0.41666666666666674,375.0,X,0.32373046875,10,0.0009765625,2025-12-22T12:18:57.989575
0.41666666666666663,0.25,0.33333333333333337,416.6666666666667,X,0.29638671875,10,0.0009765625,2025-12-22T12:19:04.710415
0.41666666666666663,0.3333333333333333,0.25000000000000006,458.33333333333337,X,0.36083984375,10,0.0009765625,2025-12-22T12:19:10.894445
0.41666666666666663,0.41666666666666663,0.16666666666666674,500.0,Y,0.00048828125,10,0.0009765625,2025-12-22T12:19:16.472722
0.41666666666666663,0.5,0.08333333333333337,541.6666666666667,Y,0.03173828125,10,0.0009765625,2025-12-22T12:19:22.567495
0.41666666666666663,0.5833333333333333,1.1102230246251565e-16,583.3333333333333,Y,0.03662109375,10,0.0009765625,2025-12-22T12:19:30.348082
0.5,0.0,0.5,250.0,X,0.49951171875,10,0.0009765625,2025-12-22T12:19:36.954599
0.5,0.08333333333333333,0.4166666666666667,291.6666666666667,X,0.35595703125,10,0.0009765625,2025-12-22T12:19:42.534639
0.5,0.16666666666666666,0.33333333333333337,333.33333333333337,X,0.41064453125,10,0.0009765625,2025-12-22T12:19:48.991366
0.5,0.25,0.25,375.0,X,0.48291015625,10,0.0009765625,2025-12-22T12:19:55.173191
0.5,0.3333333333333333,0.16666666666666669,416.66666666666663,X,0.37451171875,10,0.0009765625,2025-12-22T12:20:01.197516
0.5,0.41666666666666663,0.08333333333333337,458.3333333333333,X,0.35498046875,10,0.0009765625,2025-12-22T12:20:07.539808
0.5,0.5,0.0,500.0,Y,0.00048828125,10,0.0009765625,2025-12-22T12:20:14.584239
0.5833333333333333,0.0,0.41666666666666674,208.33333333333337,X,0.58251953125,10,0.0009765625,2025-12-22T12:20:21.131067
0.5833333333333333,0.08333333333333333,0.3333333333333334,250.00000000000006,X,0.37451171875,10,0.0009765625,2025-12-22T12:20:27.641277
0.5833333333333333,0.16666666666666666,0.2500000000000001,291.66666666666674,X,0.43212890625,10,0.0009765625,2025-12-22T12:20:33.630553
0.5833333333333333,0.25,0.16666666666666674,333.33333333333337,X,0.43701171875,10,0.0009765625,2025-12-22T12:20:40.121942
0.5833333333333333,0.3333333333333333,0.08333333333333343,375.0,X,0.42138671875,10,0.0009765625,2025-12-22T12:20:46.977623
0.5833333333333333,0.41666666666666663,1.1102230246251565e-16,416.6666666666667,X,0.43505859375,10,0.0009765625,2025-12-22T12:20:54.414065
0.6666666666666666,0.0,0.33333333333333337,166.66666666666669,X,0.66650390625,10,0.0009765625,2025-12-22T12:21:01.147611
0.6666666666666666,0.08333333333333333,0.25000000000000006,208.33333333333337,X,0.57373046875,10,0.0009765625,2025-12-22T12:21:07.985985
0.6666666666666666,0.16666666666666666,0.1666666666666667,250.0,X,0.49951171875,10,0.0009765625,2025-12-22T12:21:15.176258
0.6666666666666666,0.25,0.08333333333333337,291.6666666666667,X,0.51904296875,10,0.0009765625,2025-12-22T12:21:21.733772
0.6666666666666666,0.3333333333333333,5.551115123125783e-17,333.3333333333333,X,0.63623046875,10,0.0009765625,2025-12-22T12:21:28.008108
0.75,0.0,0.25,125.0,X,0.74951171875,10,0.0009765625,2025-12-22T12:21:34.290597
0.75,0.08333333333333333,0.16666666666666669,166.66666666666669,X,0.68115234375,10,0.0009765625,2025-12-22T12:21:41.015345
0.75,0.16666666666666666,0.08333333333333334,208.33333333333331,X,0.61083984375,10,0.0009765625,2025-12-22T12:21:47.914566
0.75,0.25,0.0,250.0,X,0.56103515625,10,0.0009765625,2025-12-22T12:21:54.737314
0.8333333333333333,0.0,0.16666666666666674,83.33333333333337,X,0.83251953125,10,0.0009765625,2025-12-22T12:22:00.887804
0.8333333333333333,0.08333333333333333,0.08333333333333341,125.00000000000003,X,0.82275390625,10,0.0009765625,2025-12-22T12:22:06.927289
0.8333333333333333,0.16666666666666666,8.326672684688674e-17,166.66666666666669,X,0.73388671875,10,0.0009765625,2025-12-22T12:22:12.890594
0.9166666666666666,0.0,0.08333333333333337,41.666666666666686,X,0.91650390625,10,0.0009765625,2025-12-22T12:22:19.929318
0.9166666666666666,0.08333333333333333,4.163336342344337e-17,83.33333333333334,X,0.86376953125,10,0.0009765625,2025-12-22T12:22:26.378254
